idIngreso,fecha,hora,sucursal,producto,ingreso,metodoPago,usuario
339,2022-08-13,09:45,Argentina,producto 9,52274.791800000006,tarjeta de debito,usuario 2
340,2022-08-14,21:50,Colombia,producto 4,101454.444,otro,usuario 1
341,2022-08-15,18:51,Ecuador,producto 3,137166.59879999998,efectivo,usuario 2
342,2022-08-15,15:21,Perú,producto 10,14966.268750000001,transferencia,usuario 2
343,2022-08-15,21:03,Colombia,producto 2,602741.16,transferencia,usuario 3
344,2022-08-16,17:11,México,producto 6,15172.542000000001,tarjeta de credito,usuario 5
345,2022-08-16,13:46,Colombia,producto 4,2943.64854,tarjeta de debito,usuario 4
346,2022-08-17,11:42,Perú,producto 2,60882.333750000005,efectivo,usuario 5
347,2022-08-17,13:22,Colombia,producto 10,21092.4,otro,usuario 5
348,2022-08-18,16:17,Ecuador,producto 2,309889.8,efectivo,usuario 2
349,2022-08-19,20:52,Ecuador,producto 2,15237.331200000002,transferencia,usuario 2
350,2022-08-19,22:43,México,producto 5,654630.5769230769,efectivo,usuario 1
351,2022-08-20,16:40,Argentina,producto 10,145535.994,efectivo,usuario 4
352,2022-08-21,22:10,Argentina,producto 1,258556.536,tarjeta de credito,usuario 3
353,2022-08-22,15:29,Colombia,producto 7,3411.4500000000003,transferencia,usuario 2
354,2022-08-23,22:09,México,producto 1,1863745.2,transferencia,usuario 2
355,2022-08-24,20:06,Colombia,producto 7,17361.675,efectivo,usuario 2
356,2022-08-26,15:40,Argentina,producto 3,2697330.9825000004,otro,usuario 2
357,2022-08-28,20:25,Perú,producto 5,10839.0744,tarjeta de credito,usuario 2
358,2022-08-29,10:41,Ecuador,producto 2,29403.0,codigo QR,usuario 1
359,2022-08-29,21:32,Colombia,producto 5,10973.6775,codigo QR,usuario 5
360,2022-08-29,10:54,Ecuador,producto 3,8266.104,efectivo,usuario 3
361,2022-08-29,17:14,México,producto 7,41209.819200000005,tarjeta de debito,usuario 5
362,2022-08-30,13:47,Ecuador,producto 3,114202.21153846155,tarjeta de credito,usuario 1
363,2022-08-30,21:31,Argentina,producto 3,37585.44,transferencia,usuario 1
364,2022-08-31,14:29,Perú,producto 3,1306806.4903846155,tarjeta de credito,usuario 3
365,2022-09-02,10:35,Perú,producto 5,6196.5,transferencia,usuario 3
366,2022-09-02,13:44,Colombia,producto 3,1642202.991,tarjeta de credito,usuario 5
367,2022-09-05,16:53,Ecuador,producto 1,223512.91875,otro,usuario 5
368,2022-09-05,09:52,Perú,producto 3,180449.1,otro,usuario 5
369,2022-09-06,10:32,Colombia,producto 3,134721.3546,efectivo,usuario 1
370,2022-09-07,15:02,Colombia,producto 4,571212.0,codigo QR,usuario 2
371,2022-09-08,18:41,México,producto 5,3043965.015,otro,usuario 1
372,2022-09-09,09:11,Argentina,producto 3,31945.320000000003,tarjeta de debito,usuario 1
373,2022-09-09,18:26,Ecuador,producto 3,115847.82,tarjeta de debito,usuario 4
374,2022-09-09,11:11,Ecuador,producto 6,112492.8,codigo QR,usuario 5
375,2022-09-10,14:29,Colombia,producto 2,106176.20192307692,tarjeta de debito,usuario 5
376,2022-09-11,16:16,México,producto 9,215460.0,codigo QR,usuario 2
377,2022-09-11,18:58,Perú,producto 10,114016.2624,efectivo,usuario 4
378,2022-09-12,09:42,Colombia,producto 9,24023.5632,transferencia,usuario 5
379,2022-09-12,13:17,México,producto 7,9281.65068,tarjeta de debito,usuario 4
380,2022-09-13,22:38,Perú,producto 10,119996.82692307692,transferencia,usuario 3
381,2022-09-13,14:15,Argentina,producto 3,174809.64375,efectivo,usuario 4
382,2022-09-13,10:03,Colombia,producto 7,26981.64,codigo QR,usuario 2
383,2022-09-14,13:53,Colombia,producto 9,7117.875,tarjeta de debito,usuario 5
384,2022-09-16,12:56,Argentina,producto 5,44783.653846153844,tarjeta de credito,usuario 5
385,2022-09-16,13:23,Ecuador,producto 9,1094095.8173076923,tarjeta de credito,usuario 2
386,2022-09-16,12:52,Perú,producto 8,1933865.9653846154,efectivo,usuario 1
387,2022-09-17,10:52,Perú,producto 2,2063.88,efectivo,usuario 2
388,2022-09-18,11:02,Ecuador,producto 6,37528.11216,otro,usuario 2
389,2022-09-18,09:43,Perú,producto 5,862875.018,tarjeta de credito,usuario 2
390,2022-09-19,22:24,Perú,producto 3,322898.4,efectivo,usuario 2
391,2022-09-19,09:38,Colombia,producto 2,3206971.845,transferencia,usuario 1
392,2022-09-20,22:11,Argentina,producto 4,214462.83870000005,otro,usuario 5
393,2022-09-20,14:26,Ecuador,producto 9,989759.232,transferencia,usuario 1
394,2022-09-22,15:42,Colombia,producto 2,26228.63376,efectivo,usuario 3
395,2022-09-23,20:54,Colombia,producto 1,210755.76923076922,efectivo,usuario 5
396,2022-09-23,14:53,Perú,producto 2,13095.5616,codigo QR,usuario 5
397,2022-09-25,18:42,Argentina,producto 3,27964.3914,tarjeta de debito,usuario 2
398,2022-09-28,16:39,Colombia,producto 3,25467.75,tarjeta de debito,usuario 1
399,2022-09-28,15:13,Argentina,producto 9,177404.77439999997,tarjeta de debito,usuario 2
400,2022-09-29,16:24,Perú,producto 7,136338.38221153847,transferencia,usuario 3
401,2022-09-29,22:45,México,producto 8,5675.184,tarjeta de credito,usuario 1
402,2022-10-01,11:18,Colombia,producto 1,2130.6600000000003,transferencia,usuario 2
403,2022-10-02,09:27,Argentina,producto 9,7254.63,transferencia,usuario 4
404,2022-10-02,11:29,Argentina,producto 5,900742.5,efectivo,usuario 4
405,2022-10-02,22:47,Ecuador,producto 2,1268696.52,efectivo,usuario 4
406,2022-10-03,12:38,Ecuador,producto 6,223848.5625,tarjeta de credito,usuario 2
407,2022-10-04,21:52,Ecuador,producto 5,173137.5,tarjeta de credito,usuario 3
408,2022-10-04,14:43,Colombia,producto 2,49995.570239999994,codigo QR,usuario 3
409,2022-10-04,12:10,Argentina,producto 2,87593.42592,codigo QR,usuario 4
410,2022-10-05,09:19,Argentina,producto 10,36090.36,otro,usuario 1
411,2022-10-05,16:41,Ecuador,producto 9,25695.9,tarjeta de debito,usuario 3
412,2022-10-07,17:21,Colombia,producto 4,8302.5,tarjeta de debito,usuario 4
413,2022-10-08,13:04,Perú,producto 7,1758864.2400000002,tarjeta de debito,usuario 3
414,2022-10-08,12:57,Colombia,producto 3,467375.83200000005,tarjeta de credito,usuario 1
415,2022-10-08,15:26,Ecuador,producto 7,92210.34816000001,tarjeta de credito,usuario 5
416,2022-10-09,13:37,Perú,producto 10,8830.619999999999,codigo QR,usuario 5
417,2022-10-12,10:32,Argentina,producto 6,18380.925,codigo QR,usuario 1
418,2022-10-12,18:57,Argentina,producto 9,129872.59615384617,otro,usuario 5
419,2022-10-12,19:05,Perú,producto 2,638637.3,otro,usuario 2
420,2022-10-12,10:13,Colombia,producto 7,12459.555,codigo QR,usuario 3
421,2022-10-12,14:08,México,producto 4,157734.0,otro,usuario 1
422,2022-10-12,14:08,Colombia,producto 1,200707.2,tarjeta de debito,usuario 5
423,2022-10-13,15:23,Colombia,producto 7,413459.424,transferencia,usuario 2
424,2022-10-13,22:04,Argentina,producto 7,775287.9360000001,codigo QR,usuario 4
425,2022-10-13,22:22,Ecuador,producto 9,11166.119999999999,codigo QR,usuario 2
426,2022-10-14,17:46,Ecuador,producto 9,33078.24,otro,usuario 2
427,2022-10-15,11:09,México,producto 2,53696.39040000001,otro,usuario 5
428,2022-10-15,22:10,Colombia,producto 3,16229.61144,tarjeta de debito,usuario 3
429,2022-10-16,12:54,Perú,producto 7,289533.4615384615,transferencia,usuario 2
430,2022-10-16,22:40,Perú,producto 6,588859.2000000001,otro,usuario 4
431,2022-10-17,16:55,Colombia,producto 10,259865.71875,otro,usuario 3
432,2022-10-18,22:21,Colombia,producto 4,27065.232,efectivo,usuario 3
433,2022-10-19,21:53,Colombia,producto 7,273319.2,efectivo,usuario 2
434,2022-10-19,21:56,México,producto 9,28552.078800000003,tarjeta de debito,usuario 3
435,2022-10-21,21:03,México,producto 10,6849.473400000001,tarjeta de debito,usuario 2
436,2022-10-21,14:26,México,producto 5,29584.2456,efectivo,usuario 1
437,2022-10-21,20:16,Argentina,producto 8,27194.4,transferencia,usuario 2
438,2022-10-22,09:39,Ecuador,producto 10,154034.6625,efectivo,usuario 5
439,2022-10-22,15:59,Colombia,producto 6,195112.29375,codigo QR,usuario 4
440,2022-10-22,20:18,Ecuador,producto 1,817817.1490384615,codigo QR,usuario 2
441,2022-10-23,16:34,Ecuador,producto 9,606617.424,codigo QR,usuario 4
442,2022-10-23,19:52,Perú,producto 7,92517.39000000001,transferencia,usuario 5
443,2022-10-24,19:00,Argentina,producto 4,252960.14423076925,tarjeta de debito,usuario 5
444,2022-10-24,17:40,México,producto 5,222325.06153846154,codigo QR,usuario 4
445,2022-10-24,11:02,Argentina,producto 1,47018.700000000004,transferencia,usuario 2
446,2022-10-24,12:03,Ecuador,producto 1,1699625.5920000002,transferencia,usuario 5
447,2022-10-24,12:43,Perú,producto 6,24475.651200000004,codigo QR,usuario 2
448,2022-10-25,22:05,Ecuador,producto 4,152308.60961538463,transferencia,usuario 1
449,2022-10-25,15:43,Argentina,producto 3,20637.936,transferencia,usuario 3
450,2022-10-28,18:43,Colombia,producto 8,366187.5,transferencia,usuario 2
451,2022-10-28,09:56,México,producto 9,272868.75,tarjeta de credito,usuario 5
452,2022-10-28,18:47,Argentina,producto 8,64337.8464,tarjeta de debito,usuario 4
453,2022-10-28,21:42,Colombia,producto 8,28072.98,tarjeta de debito,usuario 4
454,2022-10-29,21:39,Perú,producto 8,11916.45,efectivo,usuario 2
455,2022-10-30,19:29,Perú,producto 3,1517.04,otro,usuario 4
456,2022-10-31,12:57,México,producto 2,285062.8846153846,tarjeta de credito,usuario 1
457,2022-10-31,16:19,Perú,producto 10,54815.192307692305,transferencia,usuario 4
458,2022-10-31,21:16,Argentina,producto 7,4185548.6400000006,otro,usuario 1
459,2022-11-01,20:51,Perú,producto 6,3963.6,codigo QR,usuario 1
460,2022-11-02,09:36,Perú,producto 3,1593506.25,tarjeta de credito,usuario 3
461,2022-11-05,13:02,Perú,producto 3,8211.42,tarjeta de credito,usuario 1
462,2022-11-05,11:00,Perú,producto 7,10859.94,otro,usuario 5
463,2022-11-06,13:14,México,producto 1,18497.58624,codigo QR,usuario 5
464,2022-11-07,21:34,Perú,producto 5,1438680.6,otro,usuario 4
465,2022-11-07,14:33,Argentina,producto 7,15449.939999999999,transferencia,usuario 1
466,2022-11-08,21:13,Argentina,producto 4,275981.53846153844,otro,usuario 3
467,2022-11-08,22:55,Perú,producto 10,10360.764000000001,otro,usuario 2
468,2022-11-08,22:22,Colombia,producto 9,8390.52,efectivo,usuario 3
469,2022-11-09,17:48,Perú,producto 5,104525.802,transferencia,usuario 1
470,2022-11-10,12:19,Colombia,producto 7,106099.8993,codigo QR,usuario 2
471,2022-11-13,10:45,Colombia,producto 5,61715.5605,transferencia,usuario 5
472,2022-11-13,10:42,Colombia,producto 8,141675.01425,codigo QR,usuario 2
473,2022-11-15,22:15,Argentina,producto 4,70022.4372,tarjeta de debito,usuario 3
474,2022-11-16,22:54,Argentina,producto 3,91517.4288,otro,usuario 1
475,2022-11-16,22:32,Colombia,producto 8,234044.0480769231,tarjeta de debito,usuario 5
476,2022-11-16,21:36,Perú,producto 6,671806.8,transferencia,usuario 4
477,2022-11-16,18:59,Perú,producto 9,171005.68800000002,transferencia,usuario 4
478,2022-11-16,16:45,Perú,producto 4,382552.092,otro,usuario 3
479,2022-11-17,16:00,Colombia,producto 6,344509.2,otro,usuario 5
480,2022-11-17,13:21,Ecuador,producto 7,474131.39400000003,tarjeta de credito,usuario 1
481,2022-11-18,10:59,México,producto 3,13416.480000000001,tarjeta de debito,usuario 5
482,2022-11-18,14:01,Perú,producto 7,24933.92832,transferencia,usuario 3
483,2022-11-19,10:06,Perú,producto 10,530145.0,otro,usuario 4
484,2022-11-19,11:46,Argentina,producto 9,410605.2,codigo QR,usuario 5
485,2022-11-19,18:53,México,producto 6,1297890.0,tarjeta de debito,usuario 2
486,2022-11-20,09:42,Ecuador,producto 5,989305.14375,efectivo,usuario 5
487,2022-11-20,15:15,México,producto 5,160091.9784,efectivo,usuario 5
488,2022-11-21,14:13,México,producto 7,67105.3248,otro,usuario 3
489,2022-11-21,19:17,Ecuador,producto 10,10868.074560000001,codigo QR,usuario 3
490,2022-11-22,13:55,Perú,producto 9,352680.3,transferencia,usuario 2
491,2022-11-23,09:33,Colombia,producto 6,114148.24560000001,tarjeta de credito,usuario 4
492,2022-11-23,12:47,Perú,producto 1,638043.75,codigo QR,usuario 2
493,2022-11-24,09:13,Argentina,producto 3,72902.52720000001,transferencia,usuario 1
494,2022-11-25,20:58,Argentina,producto 3,10094.95305,efectivo,usuario 1
495,2022-11-25,09:29,Perú,producto 7,9518.148,efectivo,usuario 5
496,2022-11-26,12:19,Colombia,producto 7,105537.6,otro,usuario 5
497,2022-11-26,13:47,Perú,producto 8,32396.489999999998,tarjeta de credito,usuario 5
498,2022-11-27,16:12,Argentina,producto 6,15157.295999999998,codigo QR,usuario 2
499,2022-11-27,18:00,Argentina,producto 8,540270.0,codigo QR,usuario 3
500,2022-11-27,16:56,Argentina,producto 4,347371.2,tarjeta de debito,usuario 3
501,2022-11-28,15:47,Colombia,producto 8,856005.3,otro,usuario 4
502,2022-11-29,17:09,México,producto 10,16093.664999999999,codigo QR,usuario 4
503,2022-11-29,11:25,Argentina,producto 1,52554.6,transferencia,usuario 2
504,2022-11-29,12:24,Argentina,producto 7,384634.98000000004,efectivo,usuario 4
505,2022-11-30,18:29,Argentina,producto 4,18520.65,otro,usuario 4
506,2022-12-01,21:00,Colombia,producto 6,30149.415,efectivo,usuario 5
507,2022-12-01,15:29,México,producto 5,133037.3076923077,transferencia,usuario 3
508,2022-12-01,21:55,Ecuador,producto 9,16138.440000000002,efectivo,usuario 2
509,2022-12-02,13:44,Ecuador,producto 6,110413.8,efectivo,usuario 5
510,2022-12-03,13:20,Colombia,producto 7,487034.3076923077,otro,usuario 5
511,2022-12-03,12:28,Argentina,producto 3,30814.2,tarjeta de credito,usuario 5
512,2022-12-03,12:29,México,producto 9,2986.893,codigo QR,usuario 3
513,2022-12-03,22:55,México,producto 7,13920.732,codigo QR,usuario 3
514,2022-12-04,21:11,Ecuador,producto 5,25174.8,otro,usuario 1
515,2022-12-04,12:46,Ecuador,producto 6,24946.96428,otro,usuario 2
516,2022-12-05,18:04,México,producto 9,127044.45,codigo QR,usuario 3
517,2022-12-05,13:31,Perú,producto 6,3904.2000000000003,tarjeta de debito,usuario 3
518,2022-12-05,11:16,México,producto 1,552603.8700000001,codigo QR,usuario 5
519,2022-12-07,21:08,Argentina,producto 8,45778.9752,codigo QR,usuario 5
520,2022-12-09,17:58,México,producto 2,62931.686400000006,codigo QR,usuario 4
521,2022-12-09,18:35,Perú,producto 5,59353.29000000001,otro,usuario 2
522,2022-12-09,09:56,Colombia,producto 5,950676.21,otro,usuario 4
523,2022-12-10,13:48,México,producto 7,215062.092,transferencia,usuario 4
524,2022-12-11,21:11,Perú,producto 5,11988.0,efectivo,usuario 4
525,2022-12-11,16:22,Perú,producto 10,9565.29,tarjeta de credito,usuario 5
526,2022-12-13,09:51,México,producto 7,412195.5,tarjeta de credito,usuario 5
527,2022-12-13,15:37,Colombia,producto 7,2276600.256,tarjeta de credito,usuario 4
528,2022-12-13,18:33,Colombia,producto 5,1181990.475,transferencia,usuario 5
529,2022-12-14,11:24,Argentina,producto 2,880412.4,efectivo,usuario 5
530,2022-12-14,14:13,Ecuador,producto 8,166490.1,tarjeta de debito,usuario 2
531,2022-12-16,16:23,Ecuador,producto 8,31062.420000000002,efectivo,usuario 5
532,2022-12-16,21:32,Perú,producto 10,30112.4142,codigo QR,usuario 2
533,2022-12-16,21:12,Ecuador,producto 7,242513.22115384616,tarjeta de debito,usuario 2
534,2022-12-16,22:19,Argentina,producto 2,264131.6538461539,efectivo,usuario 2
535,2022-12-16,18:30,Argentina,producto 3,367479.0,tarjeta de debito,usuario 4
536,2022-12-16,22:48,Argentina,producto 6,15849.883979999999,efectivo,usuario 5
537,2022-12-16,12:11,Argentina,producto 8,62461.8,codigo QR,usuario 2
538,2022-12-17,14:18,Ecuador,producto 2,301480.704,efectivo,usuario 1
539,2022-12-18,21:28,Perú,producto 5,13677.607350000002,codigo QR,usuario 2
540,2022-12-19,15:48,México,producto 1,272868.75,tarjeta de credito,usuario 4
541,2022-12-19,20:05,Colombia,producto 4,13199.76,tarjeta de debito,usuario 4
542,2022-12-20,13:42,Perú,producto 3,269495.3336538461,tarjeta de debito,usuario 5
543,2022-12-20,17:09,Argentina,producto 7,80006.81472000001,efectivo,usuario 2
544,2022-12-20,16:43,México,producto 8,1303377.8850000002,otro,usuario 3
545,2022-12-21,21:17,México,producto 6,6882.408,codigo QR,usuario 2
546,2022-12-21,20:23,Colombia,producto 5,134243.55072,tarjeta de credito,usuario 3
547,2022-12-22,20:37,Perú,producto 2,42407.28,transferencia,usuario 1
548,2022-12-23,20:51,Perú,producto 3,6938.60013,tarjeta de credito,usuario 4
549,2022-12-23,20:45,Colombia,producto 7,2290560.12,efectivo,usuario 3
550,2022-12-24,16:45,Colombia,producto 9,28315.575,transferencia,usuario 4
551,2022-12-25,18:46,Perú,producto 3,365648.79807692306,codigo QR,usuario 3
552,2022-12-25,12:23,Ecuador,producto 2,29220.307200000007,otro,usuario 1
553,2022-12-25,22:39,Ecuador,producto 6,644654.7000000001,tarjeta de credito,usuario 2
554,2022-12-26,13:39,Perú,producto 7,549073.35,tarjeta de debito,usuario 4
555,2022-12-28,17:08,México,producto 4,2257.794,tarjeta de debito,usuario 3
556,2022-12-28,12:51,Perú,producto 8,888129.9,transferencia,usuario 1
557,2022-12-28,17:16,Colombia,producto 2,557442.0,otro,usuario 1
558,2022-12-29,10:22,México,producto 6,26479.987380000006,transferencia,usuario 5
559,2022-12-30,14:27,México,producto 1,21710.7,codigo QR,usuario 1
560,2022-12-30,22:24,Colombia,producto 2,19865.736,codigo QR,usuario 3
561,2022-12-31,17:14,Argentina,producto 2,26703.0,codigo QR,usuario 2
562,2023-01-01,10:10,Perú,producto 4,133016.8269230769,tarjeta de credito,usuario 4
563,2023-01-01,15:01,Ecuador,producto 6,934065.0,transferencia,usuario 2
564,2023-01-01,14:44,Perú,producto 10,96378.48,tarjeta de debito,usuario 4
565,2023-01-02,19:24,Argentina,producto 1,26391.0,efectivo,usuario 2
566,2023-01-02,19:10,Ecuador,producto 8,995057.84,transferencia,usuario 4
567,2023-01-02,14:44,Perú,producto 1,1300218.48,codigo QR,usuario 5
568,2023-01-02,21:04,México,producto 9,11439.7812,tarjeta de debito,usuario 1
569,2023-01-04,09:42,Argentina,producto 10,19158.72,tarjeta de debito,usuario 1
570,2023-01-04,11:49,Colombia,producto 3,1879898.475,tarjeta de credito,usuario 2
571,2023-01-07,12:37,Perú,producto 8,7707.35,efectivo,usuario 2
572,2023-01-08,10:43,México,producto 1,273646.1538461538,transferencia,usuario 2
573,2023-01-09,11:31,Perú,producto 3,611019.2307692308,tarjeta de credito,usuario 5
574,2023-01-09,21:51,Perú,producto 10,26945.6,transferencia,usuario 1
575,2023-01-09,11:25,Colombia,producto 8,5313.996,tarjeta de credito,usuario 3
576,2023-01-10,20:51,Perú,producto 10,13320.0,tarjeta de credito,usuario 3
577,2023-01-10,15:21,México,producto 3,692977.8461538461,efectivo,usuario 5
578,2023-01-10,17:31,Perú,producto 5,112864.75200000001,tarjeta de credito,usuario 2
579,2023-01-11,10:19,Ecuador,producto 2,32558.4,transferencia,usuario 4
580,2023-01-11,21:05,Argentina,producto 4,959833.7740384615,codigo QR,usuario 2
581,2023-01-11,09:10,Argentina,producto 1,40661.96400000001,codigo QR,usuario 2
582,2023-01-12,19:49,Colombia,producto 10,10665.0,codigo QR,usuario 3
583,2023-01-12,20:44,Ecuador,producto 9,143927.88461538462,otro,usuario 2
584,2023-01-12,14:36,Ecuador,producto 1,926939.423076923,tarjeta de debito,usuario 3
585,2023-01-12,09:02,Colombia,producto 2,9231.923076923076,otro,usuario 2
586,2023-01-13,14:31,México,producto 9,1326325.77,tarjeta de debito,usuario 2
587,2023-01-15,13:38,Argentina,producto 6,33237.6,otro,usuario 2
588,2023-01-16,17:15,Ecuador,producto 8,79525.908,otro,usuario 1
589,2023-01-16,12:45,Perú,producto 9,26698.8,tarjeta de debito,usuario 1
590,2023-01-17,20:27,Perú,producto 3,458539.6442307693,transferencia,usuario 1
591,2023-01-17,13:43,Argentina,producto 7,14632.961538461537,tarjeta de credito,usuario 2
592,2023-01-17,19:42,México,producto 9,30835.08,codigo QR,usuario 1
593,2023-01-18,12:47,México,producto 2,9856.84,transferencia,usuario 3
594,2023-01-18,10:29,Ecuador,producto 8,1650664.0350000001,transferencia,usuario 4
595,2023-01-20,18:13,México,producto 4,157569.23076923075,efectivo,usuario 3
596,2023-01-20,15:15,Perú,producto 2,986811.0,otro,usuario 1
597,2023-01-21,12:49,Colombia,producto 4,239183.0,tarjeta de debito,usuario 4
598,2023-01-22,19:46,México,producto 1,8653.5,codigo QR,usuario 3
599,2023-01-22,17:26,Argentina,producto 7,298662.0,codigo QR,usuario 2
600,2023-01-23,17:13,Argentina,producto 3,36208.62,efectivo,usuario 2
601,2023-01-24,17:40,Argentina,producto 7,404176.5,efectivo,usuario 1
602,2023-01-24,20:05,Colombia,producto 7,18035.92,tarjeta de debito,usuario 4
603,2023-01-25,12:32,México,producto 3,14610.0,efectivo,usuario 2
604,2023-01-25,11:23,Colombia,producto 1,2494206.0,efectivo,usuario 1
605,2023-01-26,10:08,Colombia,producto 2,587598.84,otro,usuario 3
606,2023-01-27,16:07,México,producto 6,18537.81,otro,usuario 2
607,2023-01-27,16:32,Perú,producto 5,33404.7952,transferencia,usuario 2
608,2023-01-28,20:59,Argentina,producto 4,90850.0,tarjeta de credito,usuario 1
609,2023-01-28,11:51,Ecuador,producto 10,72984.912,tarjeta de credito,usuario 1
610,2023-01-28,15:40,Perú,producto 4,40404.3552,otro,usuario 4
611,2023-01-29,19:42,México,producto 1,309220.1538461538,transferencia,usuario 3
612,2023-01-30,10:49,Colombia,producto 7,92064.0,codigo QR,usuario 5
613,2023-02-01,14:42,Perú,producto 5,24576.3,transferencia,usuario 1
614,2023-02-01,20:41,México,producto 3,46796.2,efectivo,usuario 2
615,2023-02-02,17:36,Perú,producto 6,66039.424,codigo QR,usuario 4
616,2023-02-04,09:35,Perú,producto 9,17333.076923076922,tarjeta de credito,usuario 1
617,2023-02-05,22:55,Perú,producto 4,1466760.96,efectivo,usuario 5
618,2023-02-06,14:37,Argentina,producto 8,60200.0,tarjeta de credito,usuario 2
619,2023-02-06,13:44,México,producto 3,43261.763999999996,tarjeta de debito,usuario 3
620,2023-02-07,21:37,Ecuador,producto 9,2065758.45,tarjeta de debito,usuario 1
621,2023-02-07,10:56,Colombia,producto 3,79645.2,tarjeta de debito,usuario 2
622,2023-02-08,21:11,Colombia,producto 7,1008874.7307692306,tarjeta de debito,usuario 1
623,2023-02-08,22:13,Argentina,producto 4,19158.72,efectivo,usuario 5
624,2023-02-08,20:33,Colombia,producto 1,3560.9700000000003,tarjeta de debito,usuario 2
625,2023-02-10,09:36,Perú,producto 7,2108332.8,otro,usuario 3
626,2023-02-11,20:09,México,producto 9,150166.8396,efectivo,usuario 2
627,2023-02-13,17:10,Perú,producto 3,16957.395,tarjeta de credito,usuario 1
628,2023-02-14,13:14,México,producto 4,5262.683999999999,codigo QR,usuario 1
629,2023-02-16,12:20,México,producto 1,323694.0,codigo QR,usuario 3
630,2023-02-16,14:26,México,producto 7,7661.916,otro,usuario 1
631,2023-02-18,22:21,Argentina,producto 10,22256.324999999997,tarjeta de credito,usuario 2
632,2023-02-19,22:10,Ecuador,producto 3,277194.46153846156,efectivo,usuario 1
633,2023-02-20,21:44,México,producto 6,24427.920000000002,tarjeta de credito,usuario 4
634,2023-02-20,12:25,Colombia,producto 7,432356.4,otro,usuario 5
635,2023-02-21,09:19,Perú,producto 9,14981.25,codigo QR,usuario 5
636,2023-02-21,14:19,Argentina,producto 9,222705.0,transferencia,usuario 5
637,2023-02-22,13:51,Colombia,producto 8,50163.75,tarjeta de credito,usuario 2
638,2023-02-22,18:01,Argentina,producto 2,29670.0,codigo QR,usuario 3
639,2023-02-23,18:11,Perú,producto 3,70164.3152,efectivo,usuario 2
640,2023-02-25,17:46,Perú,producto 6,186923.1,efectivo,usuario 2
641,2023-02-27,14:44,México,producto 7,260303.36538461538,tarjeta de credito,usuario 2
642,2023-02-28,21:00,Argentina,producto 9,92055.28846153845,efectivo,usuario 5
643,2023-02-28,14:18,México,producto 9,254064.62019230766,tarjeta de credito,usuario 1
644,2023-03-01,18:30,Argentina,producto 5,28566.72,codigo QR,usuario 2
645,2023-03-01,21:38,Ecuador,producto 9,1421637.0,tarjeta de debito,usuario 5
646,2023-03-02,22:32,Argentina,producto 5,22484.7,transferencia,usuario 1
647,2023-03-02,16:04,Perú,producto 5,46852.1592,transferencia,usuario 3
648,2023-03-03,13:57,Argentina,producto 4,74418.75,codigo QR,usuario 3
649,2023-03-03,16:29,México,producto 9,10396.54,transferencia,usuario 2
650,2023-03-04,18:20,Colombia,producto 9,8031.599999999999,otro,usuario 5
651,2023-03-04,18:56,Perú,producto 9,5040.96,efectivo,usuario 2
652,2023-03-05,09:50,México,producto 4,28795.95,transferencia,usuario 4
653,2023-03-05,14:39,Colombia,producto 8,455377.9326923077,efectivo,usuario 5
654,2023-03-05,09:53,México,producto 7,76603.824,transferencia,usuario 4
655,2023-03-06,20:06,Perú,producto 7,114349.03846153845,tarjeta de debito,usuario 5
656,2023-03-07,14:43,Perú,producto 3,26588.940000000002,otro,usuario 3
657,2023-03-08,09:10,Colombia,producto 5,11560.271999999999,transferencia,usuario 4
658,2023-03-09,12:42,Perú,producto 5,17253.6,otro,usuario 2
659,2023-03-10,16:50,Perú,producto 10,2671600.32,codigo QR,usuario 1
660,2023-03-12,22:48,Colombia,producto 1,2349675.5100000002,codigo QR,usuario 2
661,2023-03-13,11:19,Perú,producto 4,62916.0,tarjeta de debito,usuario 1
662,2023-03-13,16:51,Argentina,producto 3,6601.92,codigo QR,usuario 2
663,2023-03-14,19:05,Argentina,producto 3,208172.59615384616,otro,usuario 4
664,2023-03-14,12:00,Ecuador,producto 3,14204.4,tarjeta de debito,usuario 1
665,2023-03-14,12:35,Perú,producto 3,7690.8,tarjeta de debito,usuario 3
666,2023-03-14,20:04,Ecuador,producto 3,112420.8,transferencia,usuario 1
667,2023-03-15,14:26,Ecuador,producto 1,20991.6,codigo QR,usuario 1
668,2023-03-16,16:59,Ecuador,producto 5,431112.0,efectivo,usuario 3
669,2023-03-18,17:29,Colombia,producto 2,302965.3846153846,codigo QR,usuario 1
670,2023-03-18,21:59,Ecuador,producto 8,1040288.4807692306,efectivo,usuario 5
671,2023-03-18,19:56,Ecuador,producto 8,15774.36,tarjeta de debito,usuario 4
672,2023-03-18,21:06,Argentina,producto 3,686952.0,otro,usuario 4
673,2023-03-19,11:02,México,producto 3,86313.6,codigo QR,usuario 2
674,2023-03-19,16:00,Argentina,producto 3,260257.5,otro,usuario 3
675,2023-03-19,10:36,Colombia,producto 2,72850.27859999999,tarjeta de credito,usuario 5
676,2023-03-20,13:43,Colombia,producto 1,827604.0,transferencia,usuario 1
677,2023-03-20,21:44,Perú,producto 4,87323.40000000001,transferencia,usuario 5
678,2023-03-22,12:25,México,producto 9,37050.0,tarjeta de credito,usuario 4
679,2023-03-23,22:18,Colombia,producto 1,91238.0,transferencia,usuario 5
680,2023-03-23,10:00,México,producto 2,47411.4004,tarjeta de debito,usuario 2
681,2023-03-23,21:45,Ecuador,producto 1,24782.956799999996,otro,usuario 2
